,Unnamed: 0,N,P,K,ph,EC,S,Cu,Fe,Mn,Zn,B,humidity,rainfall,temperature,SumOFNPK,PerOfN,PerOfP,PerOfK,SumNPK,NStatus,PStatus,KStatus
157,157,121,76,169,4.8,0.86,0.27,10.03,78.71,78.58,27.1,69.01,56.50768935,101.5952794,22.8056033,366,33.06010929,20.76502732,46.17486339,366,0,1,0
158,158,101,77,125,6.8,0.65,0.29,12.34,178.23,87.49,26.55,67.57,69.02298571,80.72515943,19.0781471,303,33.33333333,25.41254125,41.25412541,303,0,0,0
159,159,135,82,166,5.3,0.74,0.27,14.71,147.87,53.86,47.16,54.12,65.35549924,83.73280082,22.02720976,383,35.24804178,21.40992167,43.34203655,383,0,1,0
160,160,145,88,136,6.3,1.46,0.31,15.76,100.48,88.57,45.59,64.45,59.24537979,89.9622014,23.80546189,369,39.29539295,23.84823848,36.85636856,369,0,1,0
161,161,81,76,136,4.8,1.44,0.22,8.18,134.97,73.02,31.52,74.15,69.0276233,88.10234397,18.52510753,293,27.64505119,25.93856655,46.41638225,293,0,0,0
162,162,133,87,192,6.8,0.74,0.22,8.15,102.08,92.19,44.92,50.3,61.32026065,64.77791424,23.50297882,412,32.2815534,21.11650485,46.60194175,412,0,1,0
163,163,144,85,190,7,0.65,0.24,17.03,174.27,53.8,43.84,66.57,72.89187265,73.33636055,26.54986394,419,34.36754177,20.28639618,45.34606205,419,0,1,0
164,164,130,73,152,4.9,1.22,0.17,14.82,124.33,81.57,21.44,53.55,69.63481219,83.21030571,19.29563411,355,36.61971831,20.56338028,42.81690141,355,0,1,0
165,165,81,77,151,5.6,1.43,0.32,11.18,70.99,82.76,30.27,52.31,59.4375337,103.651438,20.68899915,309,26.21359223,24.91909385,48.86731392,309,0,0,0
166,166,85,71,146,6.3,0.94,0.23,15.47,112.89,85.97,28.88,50.93,68.034493,84.22969177,19.32666088,302,28.14569536,23.50993377,48.34437086,302,0,1,0
167,167,82,86,168,6.5,0.95,0.24,9.8,184.17,70.09,23.98,67.82,73.58868502,96.59195302,24.60532218,336,24.4047619,25.5952381,50,336,0,0,0
168,168,128,89,191,7,0.87,0.22,9.42,119.39,80.24,41.18,54.29,59.52193158,67.96704792,22.27373646,408,31.37254902,21.81372549,46.81372549,408,0,1,0
169,169,129,81,151,5.6,1.07,0.17,13.47,78.29,80.8,35.74,54.17,61.33450447,83.20711308,25.70196694,361,35.73407202,22.43767313,41.82825485,361,0,1,0
170,170,132,73,197,6.4,0.9,0.3,18,63.61,70.04,45.15,70.02,68.30578978,87.85092352,19.20129357,402,32.8358209,18.15920398,49.00497512,402,0,1,0
171,171,106,73,191,5,0.98,0.24,15.2,115.72,71.66,28.04,69.75,60.47470519,95.71388473,21.70181447,370,28.64864865,19.72972973,51.62162162,370,0,1,0
172,172,149,76,137,5.4,0.53,0.31,10.38,199.66,75.32,30.91,70.86,59.21235483,67.61013737,20.51716779,362,41.16022099,20.99447514,37.84530387,362,0,1,0
173,173,143,70,156,6.9,1.08,0.28,19.42,155.4,67.34,44.3,61.14,73.62548442,97.59081274,23.30355338,369,38.75338753,18.9701897,42.27642276,369,0,1,0
174,174,82,80,149,5.4,1.36,0.32,10.23,125.26,50.5,22.45,57.32,55.64709899,64.23845455,24.2547451,311,26.36655949,25.72347267,47.90996785,311,0,0,0
175,175,133,84,143,5.9,0.54,0.21,8.66,179.38,93.09,22.96,64.98,65.7420046,75.82270467,24.86374934,360,36.94444444,23.33333333,39.72222222,360,0,1,0
176,176,97,83,144,4.7,1.33,0.33,18.13,167.25,57.47,21.4,66.93,65.77472881,88.17251033,22.6265115,324,29.9382716,25.61728395,44.44444444,324,0,0,0
177,177,81,71,200,5.5,0.98,0.32,18.86,84.31,55.71,46.04,55.79,60.61494304,104.2321615,18.04185513,352,23.01136364,20.17045455,56.81818182,352,0,1,0
178,178,116,88,193,6.8,1.16,0.15,19.09,160.72,50.75,30.52,73.35,72.33125523,67.10225139,23.26237612,397,29.21914358,22.16624685,48.61460957,397,0,1,0
179,179,116,85,139,6.5,0.88,0.26,10.96,142.87,65.39,30.32,51.12,71.59722446,67.72777298,22.88330922,340,34.11764706,25,40.88235294,340,0,0,0
180,180,112,81,138,4.8,0.84,0.2,10.61,158.96,57.34,23.21,71.31,69.36385721,103.2234212,25.97482359,331,33.83685801,24.47129909,41.6918429,331,0,0,0
181,181,122,85,184,6.5,0.94,0.28,18.77,92.46,62.6,26.7,52.17,66.20569924,107.2361366,26.14384005,391,31.20204604,21.73913043,47.05882353,391,0,1,0
182,182,88,78,171,6.5,0.8,0.2,13.79,169.65,88.96,32.04,59.77,61.55327249,75.03247667,18.66116213,337,26.11275964,23.14540059,50.74183976,337,0,1,0
183,183,131,80,159,6.3,1,0.29,13.65,98.47,64.59,26.92,62.41,55.97732754,78.16077693,25.10787449,370,35.40540541,21.62162162,42.97297297,370,0,1,0
184,184,125,73,146,6.1,1.07,0.26,8.41,156.85,54.11,36.71,63.81,59.24580604,105.0083144,23.33844615,344,36.3372093,21.22093023,42.44186047,344,0,1,0
185,185,140,88,156,5.7,0.83,0.27,10.6,69.37,60.93,41.08,68.99,65.92195844,62.49190812,25.08239719,384,36.45833333,22.91666667,40.625,384,0,1,0
186,186,115,86,131,5.3,0.8,0.23,9.09,111.15,81.54,37.04,68.36,72.52054555,107.9124111,25.36768364,332,34.63855422,25.90361446,39.45783133,332,0,0,0
187,187,137,81,122,4.7,0.89,0.23,8.44,51.04,59.46,45.83,57.05,63.31801994,74.52082026,25.34217103,340,40.29411765,23.82352941,35.88235294,340,0,1,0
188,188,129,76,169,5.1,1.06,0.25,12.33,89.79,87.9,31.5,58.32,67.816568,62.91359494,25.00933355,374,34.49197861,20.32085561,45.18716578,374,0,1,0
189,189,120,81,134,5.3,1.49,0.16,13.41,134.52,96.6,41.39,71.43,71.516474,69.93293255,18.66746724,335,35.82089552,24.17910448,40,335,0,0,0
190,190,103,87,182,5.1,1.1,0.25,11.75,182.53,71.27,24.36,52.73,63.73849998,108.5054416,20.37999665,372,27.68817204,23.38709677,48.92473118,372,0,1,0
191,191,126,80,161,5.8,0.74,0.34,14.23,158.95,63.24,47.82,73.14,72.61024172,78.96159541,18.09300227,367,34.33242507,21.79836512,43.86920981,367,0,1,0
192,192,90,77,124,6,1.18,0.31,12.29,187.65,70.65,42.9,73,71.96246617,79.84925393,26.16985907,291,30.92783505,26.4604811,42.61168385,291,0,0,0
193,193,129,80,146,5.7,1.45,0.29,17.4,182.3,83.22,26.85,59.76,61.37879671,93.62039175,18.65396672,355,36.33802817,22.53521127,41.12676056,355,0,1,0
194,194,129,76,190,6.5,0.57,0.33,14.35,178.82,91.08,30.23,53.52,59.37147589,85.75692395,26.07470121,395,32.65822785,19.24050633,48.10126582,395,0,1,0
195,195,100,83,170,6.3,0.71,0.17,18.47,157.91,88.5,33.82,65.78,72.80086137,82.34162918,18.92851916,353,28.3286119,23.51274788,48.15864023,353,0,1,0
196,196,109,72,185,6.1,0.88,0.27,8.99,179.75,65.98,48.29,74.03,63.24648023,108.7603001,23.30546753,366,29.78142077,19.67213115,50.54644809,366,0,1,0
197,197,120,76,124,4.9,0.5,0.29,14.42,128.4,71.42,33.21,70.96,62.49878458,70.23401597,18.74826712,320,37.5,23.75,38.75,320,0,1,0
198,198,123,81,126,5.4,1.19,0.21,17.92,98.48,79.91,49.91,56.88,59.66263104,65.50861389,19.74213321,330,37.27272727,24.54545455,38.18181818,330,0,0,0
199,199,100,86,188,4.5,1.5,0.34,8.16,107.13,81.09,45.14,52.47,70.74739256,98.73771338,25.73044432,374,26.73796791,22.99465241,50.26737968,374,0,1,0
200,200,132,80,156,5.4,1.09,0.17,9.54,136.22,53.68,26.69,68.39,16.98861173,88.55123143,17.02498456,368,35.86956522,21.73913043,42.39130435,368,0,1,0
201,201,118,74,165,6.6,0.63,0.34,13.95,132.96,81.76,41.04,71.78,17.13159126,79.92698081,19.02061277,357,33.05322129,20.72829132,46.21848739,357,0,1,0
202,202,105,82,195,6.2,1.18,0.22,15.66,59.27,85.65,34.64,68.93,15.40589717,68.54932919,17.88776475,382,27.48691099,21.46596859,51.04712042,382,0,1,0
203,203,148,74,196,5.4,0.8,0.31,17.92,147.96,78.05,23.14,67.2,15.65809214,88.51048983,18.86805647,418,35.40669856,17.70334928,46.88995215,418,0,1,0
204,204,121,45,61,6.1,0.9,0.189,12.01,132.03,120.31,32.21,29.1,19.56381041,79.26357665,18.36952567,227,53.30396476,19.82378855,26.8722467,227,0,1,0
205,205,124,34,102,5.6,0.23,0.132,12.3,143.3,122.4,48.21,48.21,15.40312102,92.68373702,20.45078582,260,47.69230769,13.07692308,39.23076923,260,0,0,0
206,206,131,24,61,6.5,0.74,0.206,30.01,209.2,992.78,29.4,17.02,16.60820843,74.6631118,20.6543203,216,60.64814815,11.11111111,28.24074074,216,1,0,0
207,207,126,31,56,6.2,0.51,0.312,22.32,165.2,302.2,25.99,25.21,18.74926979,82.61734721,17.3348681,213,59.15492958,14.55399061,26.29107981,213,1,0,0
208,208,154,60,68,6.1,0.11,0.03,20.17,89.54,124.37,38.58,25.3,18.90426935,81.84997529,18.17912258,282,54.60992908,21.27659574,24.11347518,282,0,1,0
209,209,154,65,88,6.1,0.15,0.065,13.21,79.73,45.97,32.44,45.9,18.30968112,81.98568791,18.01272266,307,50.16286645,21.17263844,28.66449511,307,0,1,0
210,210,157,35,62,5.9,0.2,0.105,12.01,149.89,98.51,38.97,28.68,19.33470387,93.55280105,20.99373558,254,61.81102362,13.77952756,24.40944882,254,1,0,0
211,211,174,35,72,6.2,0.11,0.048,24.4,81.25,130.27,48.97,28.33,15.22538951,74.58565097,19.46233971,281,61.92170819,12.45551601,25.6227758,281,1,0,0
212,212,154,35,93,5.7,0.16,0.139,12.75,66.39,54.01,45.19,29.05,14.69765308,78.96514709,19.81344531,282,54.60992908,12.41134752,32.9787234,282,0,0,0
213,213,141,42,76,6.3,0.15,0.127,18.6,135.09,145.14,47.87,47.91,19.5161216,80.7108745,18.97424756,259,54.44015444,16.21621622,29.34362934,259,0,1,0
214,214,101,32,91,6.1,0.12,0.138,24.13,110.32,51.64,42.05,34.34,14.71070537,70.18185181,18.19737048,224,45.08928571,14.28571429,40.625,224,0,0,0
215,215,104,63,76,5.6,0.13,0.196,16.26,132.54,63.94,36.44,33.4,19.18197264,71.58010169,18.72963144,243,42.79835391,25.92592593,31.27572016,243,0,0,0
216,216,155,59,62,6.1,0.13,0.168,21.23,123.43,143.6,32.12,37.48,19.8601304,73.50734019,20.99502153,276,56.15942029,21.37681159,22.46376812,276,1,1,1
217,217,109,54,67,6.5,0.2,0.03,12.74,130.43,33.9,42.2,49.29,16.39535215,82.52339655,20.28155898,230,47.39130435,23.47826087,29.13043478,230,0,1,0
218,218,175,50,65,5.6,0.19,0.068,16.92,96.64,91.18,44.15,46.69,15.7559405,66.96980581,17.48042641,290,60.34482759,17.24137931,22.4137931,290,1,1,1
219,219,153,66,64,5.8,0.18,0.086,13.77,54.1,147.49,40.98,46.51,14.32313811,90.46228334,20.88818675,283,54.06360424,23.32155477,22.61484099,283,0,1,1
220,220,145,55,72,5.6,0.2,0.152,12.36,94.31,126.75,39.56,30.38,16.14565756,71.31007253,17.08498521,272,53.30882353,20.22058824,26.47058824,272,0,1,0
221,221,112,36,88,6.3,0.2,0.154,5.97,147.11,113.15,36.75,44.72,15.11279612,85.74904898,20.09340593,236,47.45762712,15.25423729,37.28813559,236,0,0,0
222,222,110,48,83,5.5,0.12,0.048,11.69,108.69,140.64,48.27,39.05,14.99927489,89.31050665,17.57212145,241,45.64315353,19.91701245,34.43983402,241,0,1,0
223,223,143,59,95,6.2,0.22,0.029,23.11,126.22,66.97,45.86,27.25,18.43475844,85.52950164,19.12065218,297,48.14814815,19.86531987,31.98653199,297,0,1,0
224,224,160,37,74,5.9,0.16,0.097,5.07,122.51,112.08,38.31,38.49,19.22008229,72.94940441,18.57665902,271,59.04059041,13.65313653,27.30627306,271,1,0,0
225,225,144,43,77,6.3,0.19,0.084,10.38,109.01,77.04,30.59,25.51,14.42457525,72.32667516,17.16606398,264,54.54545455,16.28787879,29.16666667,264,0,1,0
226,226,171,44,76,5.9,0.19,0.165,17.05,99.76,52.69,43.1,26.33,16.67921616,74.87445574,18.2872007,291,58.7628866,15.12027491,26.11683849,291,1,0,0
227,227,132,60,90,5.9,0.14,0.183,24.81,114.52,145.36,40.77,37.36,18.66725565,94.70992037,19.03025305,282,46.80851064,21.27659574,31.91489362,282,0,1,0
228,228,113,32,62,5.8,0.14,0.156,9.51,73.86,126.93,46.06,26.58,17.0662427,83.74606679,17.1418614,207,54.58937198,15.4589372,29.95169082,207,0,0,0
229,229,145,43,89,5.9,0.2,0.126,5.56,84.79,93.06,32.96,47.63,17.93253975,78.92060234,17.47809436,277,52.3465704,15.5234657,32.1299639,277,0,0,0
230,230,178,43,95,6.2,0.13,0.109,14.91,131.24,139.98,37.66,48.19,14.25803981,83.75937135,20.56601874,316,56.32911392,13.60759494,30.06329114,316,1,0,0
231,231,103,61,66,5.6,0.17,0.135,5.6,92.74,40.6,33.96,39.59,15.82069268,76.57580954,17.22385224,230,44.7826087,26.52173913,28.69565217,230,0,0,0
232,232,138,55,94,5.6,0.17,0.018,18.61,58.74,39.78,38.4,38.75,19.44225438,91.76071648,19.69141713,287,48.08362369,19.16376307,32.75261324,287,0,1,0
233,233,112,44,89,5.9,0.15,0.169,23.17,71.36,43.41,44.93,27.84,19.09172907,76.32470713,17.84851658,245,45.71428571,17.95918367,36.32653061,245,0,1,0
234,234,164,55,94,6.4,0.14,0.071,16.15,60.24,99.57,33.07,28.04,16.1074793,89.73119396,18.8202251,313,52.39616613,17.57188498,30.03194888,313,0,1,0
235,235,112,30,89,6.4,0.19,0.058,17.96,100.47,109.6,44.27,27.97,16.54314829,93.35034262,17.47500984,231,48.48484848,12.98701299,38.52813853,231,0,0,0
236,236,115,59,70,6.2,0.15,0.037,12.9,97.48,82.74,43.53,49.16,17.58406365,81.20176515,18.72649425,244,47.13114754,24.18032787,28.68852459,244,0,0,0
237,237,169,37,69,6,0.23,0.175,18.88,139.12,106.28,39.89,48.73,16.17772668,81.70769297,18.65580107,275,61.45454545,13.45454545,25.09090909,275,1,0,0
238,238,129,69,62,5.7,0.2,0.026,14.83,70.54,35.31,30.22,47.12,19.68538502,83.74879344,18.2356751,260,49.61538462,26.53846154,23.84615385,260,0,0,1
239,239,138,31,90,5.7,0.22,0.118,10.32,126.06,125.6,35.25,36.66,15.21618225,77.5429424,18.81198127,259,53.28185328,11.96911197,34.74903475,259,0,0,0
240,240,146,37,72,6.4,0.18,0.155,20.66,121.27,47.06,47.95,38.34,17.80852431,77.92798682,18.65054116,255,57.25490196,14.50980392,28.23529412,255,1,0,0
241,241,117,52,70,6.1,0.12,0.094,13.4,71.52,86.25,42.06,48.22,16.89574311,82.2545577,20.36720401,239,48.9539749,21.75732218,29.28870293,239,0,1,0
242,242,101,35,93,6.2,0.17,0.055,20.46,73.8,129.76,33.22,36.06,16.63805158,70.52056697,18.38120357,229,44.10480349,15.28384279,40.61135371,229,0,0,0
243,243,110,36,66,6.5,0.2,0.177,13.75,58.9,71.59,39.09,43.98,17.30457712,72.78624223,17.17012591,212,51.88679245,16.98113208,31.13207547,212,0,1,0
244,244,127,37,85,5.8,0.11,0.074,16.91,105.31,107.2,31.54,28.53,15.77458129,85.24819851,19.37101121,249,51.00401606,14.85943775,34.13654618,249,0,0,0
245,245,144,36,77,6.3,0.16,0.176,14.29,109.33,50.24,49.12,34.73,14.27327988,85.37378769,17.92845928,257,56.0311284,14.0077821,29.96108949,257,1,0,0
246,246,157,48,96,5.6,0.17,0.077,16.42,50.11,49.38,37.58,44.25,18.23490739,75.6317566,19.45339934,301,52.15946844,15.94684385,31.89368771,301,0,0,0
247,247,112,51,82,6.5,0.14,0.026,11.12,103.8,78.74,32.85,35.88,14.92241479,89.61857826,19.12829388,245,45.71428571,20.81632653,33.46938776,245,0,1,0
248,248,105,38,73,6.1,0.12,0.164,10.85,121.53,52.55,34.12,34.97,17.26184541,75.49101167,19.1034283,216,48.61111111,17.59259259,33.7962963,216,0,1,0
249,249,111,51,65,5.7,0.17,0.035,18.11,148.12,96.33,49.96,33.7,16.96070581,86.05078037,17.48504075,227,48.89867841,22.46696035,28.63436123,227,0,1,0
250,250,119,67,64,5.7,0.13,0.086,21.69,114.2,118.04,30.97,34.87,18.98030507,80.25064637,19.40751744,250,47.6,26.8,25.6,250,0,0,0
251,251,153,49,68,6.3,0.12,0.145,12.16,109.07,62.63,46.67,40.29,19.63719995,78.26039559,20.18649426,270,56.66666667,18.14814815,25.18518519,270,1,1,0
252,252,126,46,66,6.2,0.13,0.167,24.95,145.21,133.91,37.79,37.29,15.15405941,75.57790384,17.30287885,238,52.94117647,19.32773109,27.73109244,238,0,1,0
253,253,118,32,98,5.7,0.14,0.157,11.81,83.19,110.55,40.52,49.58,15.48083156,72.9446671,17.50361137,248,47.58064516,12.90322581,39.51612903,248,0,0,0
254,254,139,38,93,5.8,0.21,0.142,11.64,113.1,73.56,43.58,36.4,14.70085967,90.7760707,18.17234999,270,51.48148148,14.07407407,34.44444444,270,0,0,0
255,255,122,40,88,5.5,0.21,0.037,13.58,118.4,54.08,32.59,30.08,16.71826572,77.81891424,17.57445618,250,48.8,16,35.2,250,0,1,0
256,256,138,36,80,5.8,0.17,0.168,17.66,68.65,75.39,49.8,44.38,18.91295403,78.06910795,20.93175255,254,54.33070866,14.17322835,31.49606299,254,0,0,0
257,257,105,63,92,6.4,0.18,0.17,17.41,118.65,100.65,41.52,46.6,17.63879418,85.57925437,19.71098332,260,40.38461538,24.23076923,35.38461538,260,0,0,0
258,258,108,49,96,6.1,0.22,0.095,6.17,138.31,46.44,47.56,47.76,17.86754927,69.40619137,19.07937684,253,42.68774704,19.36758893,37.94466403,253,0,1,0
259,259,136,30,65,6,0.21,0.15,7.13,63.69,95.25,44.48,42.65,16.02542689,76.32565249,18.54988627,231,58.87445887,12.98701299,28.13852814,231,1,0,0
260,260,174,68,92,6.5,0.16,0.113,15.36,98.87,95.42,44.77,25.17,17.41333199,80.6405403,18.19903647,334,52.09580838,20.35928144,27.54491018,334,0,1,0
261,261,127,31,84,6.3,0.16,0.105,6.35,104.14,68.28,34.08,31.06,14.99451145,80.1113384,18.88852533,242,52.47933884,12.80991736,34.7107438,242,0,0,0
262,262,142,34,83,6.4,0.23,0.162,10.38,133.11,60.52,43.96,40.92,14.72115044,91.94595352,18.49311205,259,54.82625483,13.12741313,32.04633205,259,0,0,0
263,263,110,32,61,6.3,0.23,0.086,17.59,57.08,35.93,49.86,44.8,17.17260319,87.51312796,19.48974337,203,54.18719212,15.7635468,30.04926108,203,0,0,0
264,264,103,30,85,6.5,0.2,0.187,19.5,118.77,59.39,37.03,43.38,18.74943955,94.00287214,17.25769499,218,47.24770642,13.76146789,38.99082569,218,0,0,0
265,265,174,44,88,5.9,0.19,0.129,21.89,98.45,91.13,40.97,41.47,18.71483156,88.4585692,19.62416326,306,56.8627451,14.37908497,28.75816993,306,1,0,0
266,266,120,30,95,6,0.14,0.168,23.74,129.92,39.26,39.55,27.81,19.85388984,84.78344008,20.67526473,245,48.97959184,12.24489796,38.7755102,245,0,0,0
267,267,155,66,78,6.4,0.21,0.083,5.55,86.18,67.81,35.12,32.28,16.63294455,68.97806542,20.02381489,299,51.83946488,22.0735786,26.08695652,299,0,1,0
268,268,102,43,78,5.7,0.14,0.037,12.92,121,72.13,47.37,30.51,14.44228303,88.68168643,20.1187446,223,45.73991031,19.28251121,34.97757848,223,0,1,0
269,269,139,41,83,6,0.2,0.08,19.38,125.48,115.82,46.79,28.42,15.84572566,65.23811143,20.65691793,263,52.85171103,15.58935361,31.55893536,263,0,0,0
270,270,168,54,93,6.4,0.19,0.089,20.76,73.32,63.59,34.81,38.72,14.2804191,65.78042032,19.2582557,315,53.33333333,17.14285714,29.52380952,315,0,1,0
271,271,174,58,72,5.5,0.2,0.19,10.08,142.65,92.32,44.04,43.55,15.85622899,74.63872762,17.927806,304,57.23684211,19.07894737,23.68421053,304,1,1,1
272,272,154,41,99,5.7,0.21,0.138,18.96,89.15,115.82,41.26,27.68,15.83500655,82.69766829,19.16288268,294,52.38095238,13.94557823,33.67346939,294,0,0,0
273,273,114,53,64,5.8,0.13,0.153,13.5,108.36,66.57,31.38,47.14,19.96978871,69.64449182,20.26942271,231,49.35064935,22.94372294,27.70562771,231,0,1,0
274,274,171,51,87,6.3,0.22,0.139,18.52,57.31,32.46,36.56,40.68,18.25142068,87.27444866,17.09104223,309,55.33980583,16.50485437,28.15533981,309,1,1,0
275,275,171,32,93,6,0.23,0.115,19.86,141.12,126.25,45.65,36.93,17.54024066,70.87150577,17.06579293,296,57.77027027,10.81081081,31.41891892,296,1,0,0
276,276,155,68,90,5.9,0.21,0.043,15.61,68.39,143.41,33.38,34.38,14.44008871,92.06630306,20.62767492,313,49.52076677,21.72523962,28.75399361,313,0,1,0
277,277,176,48,63,6.1,0.22,0.066,17.88,122.45,105.73,39.44,39.19,17.85057083,79.20509212,20.8248451,287,61.32404181,16.72473868,21.95121951,287,1,1,1
278,278,176,58,65,6.3,0.11,0.108,24.15,144.58,50.68,48.61,26.21,18.72831993,68.81405149,19.46210401,299,58.86287625,19.39799331,21.73913043,299,1,1,1
279,279,114,47,78,6.1,0.14,0.092,19.05,80.38,35.23,36.23,40.41,16.42891834,72.85017344,17.18248372,239,47.69874477,19.66527197,32.63598326,239,0,1,0
280,280,140,47,93,5.8,0.12,0.133,15.48,102.57,135.73,33.25,29.09,16.39055394,79.45758333,17.48911699,280,50,16.78571429,33.21428571,280,0,1,0
281,281,134,38,84,6.4,0.2,0.187,15.31,142.59,85.77,43.85,45.08,14.76014523,65.11365631,17.48395377,256,52.34375,14.84375,32.8125,256,0,0,0
282,282,152,65,92,6,0.15,0.135,18.51,146.74,103.49,32.97,47.64,17.44534641,80.4986291,19.48316794,309,49.19093851,21.03559871,29.77346278,309,0,1,0
283,283,116,67,61,5.6,0.16,0.112,15.7,91.5,147.28,37.93,29.82,18.09665739,73.64476535,19.71359733,244,47.54098361,27.45901639,25,244,0,0,0
284,284,151,62,82,5.8,0.16,0.111,8.35,109.41,142.26,40.95,27.83,16.06240074,81.5284269,19.48649305,295,51.18644068,21.01694915,27.79661017,295,0,1,0
285,285,111,64,62,5.7,0.16,0.135,20.86,60.16,111.83,34.16,39.67,14.82633099,88.6810311,19.95264829,237,46.83544304,27.00421941,26.16033755,237,0,0,0
286,286,160,35,80,5.9,0.23,0.109,15.84,87.43,145.86,37.01,42.23,16.80472243,68.4951189,19.41789736,275,58.18181818,12.72727273,29.09090909,275,1,0,0
287,287,145,48,81,6.4,0.15,0.178,8.66,129.52,143.29,47.53,45.15,18.02235902,78.44910564,19.45591848,274,52.91970803,17.51824818,29.5620438,274,0,1,0
288,288,119,48,89,5.6,0.23,0.097,13.52,66.62,49.53,49.77,43.82,16.41998269,77.33795356,20.19137759,256,46.484375,18.75,34.765625,256,0,1,0
289,289,170,40,69,6.1,0.11,0.064,20.62,132.94,57.34,37.02,39.3,14.74071856,94.78189594,18.8392908,279,60.93189964,14.33691756,24.7311828,279,1,0,0
290,290,129,52,64,5.6,0.12,0.037,24.73,105.14,114.21,49.74,38.4,19.83643308,94.03659867,20.71219282,245,52.65306122,21.2244898,26.12244898,245,0,1,0
291,291,148,34,98,6.3,0.19,0.13,19.68,145.22,120.58,32.43,44.26,15.9362937,78.69707199,18.99424448,280,52.85714286,12.14285714,35,280,0,0,0
292,292,161,47,61,6.5,0.2,0.149,12.82,123.14,96.12,49.67,47.79,15.57324389,69.15759062,19.96837462,269,59.85130112,17.47211896,22.67657993,269,1,1,1
293,293,175,41,81,5.8,0.11,0.093,8.29,74.26,101.88,47.23,39.42,17.60756635,90.82097601,17.81564548,297,58.92255892,13.8047138,27.27272727,297,1,0,0
294,294,175,47,60,6.3,0.18,0.145,7.29,115.34,87.72,42.14,30.5,15.27824066,76.77888672,20.71424384,282,62.05673759,16.66666667,21.27659574,282,1,1,1
295,295,154,69,88,5.6,0.16,0.043,14.62,102,45.64,47.74,35.59,18.75626255,67.9545435,17.34150229,311,49.51768489,22.18649518,28.29581994,311,0,1,0
296,296,161,69,60,6.4,0.2,0.138,5,52.11,60.91,48.68,25.97,14.33847406,73.0926704,17.43732714,290,55.51724138,23.79310345,20.68965517,290,1,1,1
297,297,179,59,88,6.3,0.2,0.043,10.62,100.56,134.01,47.56,34.14,19.76182946,69.09512477,18.89780215,326,54.90797546,18.09815951,26.99386503,326,0,1,0
298,298,165,35,92,5.8,0.21,0.019,18.08,84.9,100.74,45.26,34.52,14.77959596,89.60982451,18.59190771,292,56.50684932,11.98630137,31.50684932,292,1,0,0
299,299,147,60,64,6.2,0.12,0.043,15.39,70.29,140.79,34.46,36.79,15.36143547,81.78710463,18.31561493,271,54.24354244,22.1402214,23.61623616,271,0,1,1
300,300,148,54,79,5.7,0.18,0.022,16.81,88.26,89.39,30.59,49.41,20.59541693,128.256862,17.13692774,281,52.66903915,19.21708185,28.113879,281,0,1,0
301,301,110,47,93,5.9,0.17,0.029,16.42,142.64,52.27,30.64,40.21,18.90705639,106.3598183,19.63474332,250,44,18.8,37.2,250,0,1,0
302,302,105,52,87,6.4,0.2,0.177,9.41,125.32,145.88,49.41,29.37,21.33953114,109.225556,22.91350245,244,43.03278689,21.31147541,35.6557377,244,0,1,0
303,303,128,33,66,6,0.12,0.166,9.78,125.83,121.09,30.51,38.41,24.24045875,140.3717815,16.43340342,227,56.3876652,14.53744493,29.07488987,227,1,0,0
304,304,153,35,96,6.5,0.23,0.139,7.54,91.72,39.13,42.86,30.82,23.02251117,76.64128258,22.13974653,284,53.87323944,12.32394366,33.8028169,284,0,0,0
305,305,160,52,66,6.2,0.17,0.049,19.64,87.3,30.01,44.99,39.57,18.77621951,143.0984171,17.84806561,278,57.55395683,18.70503597,23.74100719,278,1,1,1
306,306,125,44,62,6.2,0.11,0.187,11.89,133.79,120.35,31.75,28.91,20.31564139,60.91974792,19.88394011,231,54.11255411,19.04761905,26.83982684,231,0,1,0
307,307,120,33,100,5.8,0.22,0.131,11.6,144.3,124.53,47.92,47.65,23.3334788,104.7783947,19.32509638,253,47.43083004,13.04347826,39.5256917,253,0,0,0
308,308,142,27,57,6.2,0.8,0.223,23.32,117.1,678.21,21.32,11.31,23.42829938,132.9801054,18.4167001,226,62.83185841,11.94690265,25.22123894,226,1,0,0
309,309,132,29,82,6.7,0.2,0.198,25.99,255.99,273.04,25.32,12.85,23.20591245,130.0608093,21.81167649,243,54.32098765,11.93415638,33.74485597,243,0,0,0
310,310,177,76,301,7.2,1.45,0.0232,12.43,165.21,64.55,17.99,7.38,18.28173015,143.7630894,19.72702528,554,31.94945848,13.71841155,54.33212996,554,0,0,0
311,311,172,95,342,6.5,0.83,0.0142,16.01,205.77,60.21,20.01,4.36,19.87070659,87.99669731,17.15432954,609,28.24302135,15.59934319,56.15763547,609,0,0,0
312,312,133,25,64,6.8,0.78,0.239,29.19,211.08,995.84,29.7,26.51,18.67170854,144.1567454,19.62207826,222,59.90990991,11.26126126,28.82882883,222,1,0,0
313,313,129,29,55,6,0.53,0.295,22.48,164.02,305.54,26.34,16.09,21.17919701,134.3649948,21.63149148,213,60.56338028,13.61502347,25.82159624,213,1,0,0
314,314,133,14,110,6.2,0.85,0.297,17.95,108.88,1490.6,24.48,13.55,18.72479695,88.06638775,16.06522754,257,51.75097276,5.447470817,42.80155642,257,0,0,0
315,315,147,15,75,6.1,0.23,0.24,31.4,258.32,986.31,24.64,24.99,24.36314135,69.63833855,20.61162204,237,62.02531646,6.329113924,31.64556962,237,1,0,0
